,index,season,age,gp,goals,assists,points,plusmin,plm,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shots,toi,hits,faceoff_wins,faceoff_losses,block,faceoff_pct,shot_pct,gpg,toi_avg,name,team,pos
96,1878,1944,20.0,1.8664850136239783,2.4604081632653063,3.136805953062393,2.858008075370121,,1.2965299684542586,,,,,,,,,,,,,,,,1.7792260307734085,,Gus Bodnar,TOR,C
97,1879,1944,33.0,1.8664850136239783,4.026122448979592,2.979965655409273,3.411170928667564,,0.6482649842271293,,,,,,,,,,,,,,,,2.911460777629214,,Lorne Carr,TOR,RW
98,1843,1945,21.0,0.03014686936356609,0.0,0.08863636363636362,0.048287247214197276,,0.0,,,,,,,,,,,,,,,,0.0,,Nils Tremblay,MTL,C
99,1844,1945,25.0,0.06029373872713218,0.0,0.08863636363636362,0.048287247214197276,,0.24528301886792456,,,,,,,,,,,,,,,,0.0,,Rosario Joanette,MTL,C
100,1845,1945,23.0,0.15073434681783046,0.21214868540344514,0.17727272727272725,0.1931489888567891,,0.12264150943396228,,,,,,,,,,,,,,,,1.735364352353125,,Roly Rossignol,MTL,RW
101,1846,1945,28.0,0.3617624323627931,0.21214868540344514,0.5318181818181817,0.3862979777135782,,0.24528301886792456,,,,,,,,,,,,,,,,0.7232130938431648,,Fern Majeau,MTL,C
102,1847,1945,24.0,1.2661685132697758,0.5303717135086129,0.709090909090909,0.6277342137845645,,2.514150943396227,,,,,,,,,,,,,,,,0.5162708948250547,,Glen Harmon,MTL,D
103,1848,1945,23.0,1.296315382633342,0.5303717135086129,0.709090909090909,0.6277342137845645,,1.2264150943396228,,,,,,,,,,,,,,,,0.504557185446671,,Frank Eddolls,MTL,D
104,1849,1945,23.0,0.9345529502705489,0.6364460562103355,0.709090909090909,0.6760214609987618,,0.7358490566037736,,,,,,,,,,,,,,,,0.8394825054508243,,Bob Fillion,MTL,LW
105,1850,1945,29.0,0.9646998196341149,0.21214868540344514,1.0636363636363635,0.6760214609987618,,2.3301886792452833,,,,,,,,,,,,,,,,0.2711506800551758,,Murph Chamberlain,MTL,LW
106,1851,1945,22.0,0.9345529502705489,1.272892112420671,0.5318181818181817,0.8691704498555509,,0.9811320754716982,,,,,,,,,,,,,,,,1.6793988519897367,,Ken Mosdell,MTL,C
107,1852,1945,30.0,1.2360216439062097,1.6971894832275611,0.6204545454545454,1.1106066859265373,,2.0849056603773586,,,,,,,,,,,,,,,,1.6928479257204734,,Ray Getliffe,MTL,LW
108,1853,1945,28.0,1.4771965988147384,0.21214868540344514,1.95,1.1588939331407346,,3.556603773584906,,,,,,,,,,,,,,,,0.17700716394001875,,Leo Lamoureux,MTL,D
109,1854,1945,25.0,1.5073434681783047,1.9093381686310062,1.1522727272727271,1.4969046636401155,,1.4103773584905661,,,,,,,,,,,,,,,,1.5618279171178124,,Fern Gauthier,MTL,RW
110,1855,1945,25.0,1.5073434681783047,1.1668177697189483,2.0386363636363636,1.6417664052827072,,2.0849056603773586,,,,,,,,,,,,,,,,0.9544503937942187,,Butch Bouchard*,MTL,D
111,1856,1945,29.0,1.4470497294511724,2.1214868540344516,1.418181818181818,1.7383408997111018,,1.2264150943396228,,,,,,,,,,,,,,,,1.807815814063868,,Dutch Hiller,MTL,RW
112,1857,1945,28.0,1.5073434681783047,2.227561196736174,2.0386363636363636,2.12463887742468,,0.12264150943396228,,,,,,,,,,,,,,,,1.822132569970781,,Buddy O'Connor*,MTL,C
113,1858,1945,32.0,1.4771965988147384,3.0761559383499546,3.368181818181818,3.235245563351217,,1.5330188679245285,,,,,,,,,,,,,,,,2.5674715593064485,,Toe Blake*,MTL,LW
114,1859,1945,23.0,1.5073434681783047,5.303717135086129,2.0386363636363636,3.524969046636401,,2.8207547169811322,,,,,,,,,,,,,,,,4.338410880882813,,Maurice Richard*,MTL,RW
115,1860,1945,27.0,1.5073434681783047,2.757932910244787,4.786363636363636,3.862979777135782,,2.268867924528302,,,,,,,,,,,,,,,,2.2559736580590624,,Elmer Lach*,MTL,C
116,1826,1946,23.0,0.18523878437047755,0.0,0.0,0.0,,0.43611584327086883,,,,,,,,,,,,,,,,0.0,,Leo Reise,CBH,D
117,1827,1946,26.0,0.4013506994693681,0.0,0.11247803163444639,0.059785147127510506,,0.14537194775695628,,,,,,,,,,,,,,,,0.0,,John Chad,CBH,RW
118,1828,1946,31.0,1.4819102749638204,0.12761714855433698,0.7873462214411248,0.47828117702008405,,2.2532651902328222,,,,,,,,,,,,,,,,0.10376248119538872,,Reg Hamilton,CBH,D
119,1829,1946,25.0,0.49397009165460687,0.638085742771685,0.44991212653778556,0.5380663241475946,,0.14537194775695628,,,,,,,,,,,,,,,,1.5589315083441815,,George Johnston,CBH,RW
120,1830,1946,31.0,1.5436565364206465,0.25523429710867396,0.7873462214411248,0.5380663241475946,,3.3435547984099943,,,,,,,,,,,,,,,,0.19954323306805524,,Joe Cooper,CBH,D
121,1831,1946,29.0,1.5436565364206465,0.382851445663011,0.8998242530755711,0.6576366184026156,,4.215786484951732,,,,,,,,,,,,,,,,0.2993148496020828,,John Mariucci*,CBH,D
122,1832,1946,30.0,1.3892908827785817,0.5104685942173479,1.2372583479789103,0.8967772069126576,,2.471323111868257,,,,,,,,,,,,,,,,0.4434848354937528,,Eddie Wares,CBH,D
123,1833,1946,30.0,1.4510371442354075,0.8933200398803589,1.124780316344464,1.0163475011676786,,1.2356615559341284,,,,,,,,,,,,,,,,0.7427996850958356,,Don Grosso,CBH,C/LW
124,1834,1946,31.0,1.3584177520501688,1.4037886340977068,1.687170474516696,1.5544138253152733,,1.1629755820556502,,,,,,,,,,,,,,,,1.2471452066753452,,George Allen,CBH,D
125,1835,1946,23.0,1.0805595754944526,1.7866400797607178,1.687170474516696,1.7337692666978048,,0.8722316865417377,,,,,,,,,,,,,,,,1.9954323306805526,,George Gee,CBH,C
126,1836,1946,29.0,1.1731789676796913,2.55234297108674,1.9121265377855887,2.2120504437178887,,1.6717773992049971,,,,,,,,,,,,,,,,2.6254900890929367,,Red Hamill,CBH,LW
127,1837,1946,29.0,1.1114327062228655,2.4247258225324027,2.362038664323374,2.3914058851004203,,1.1629755820556502,,,,,,,,,,,,,,,,2.632972960332989,,Doug Bentley*,CBH,LW
128,1838,1946,22.0,1.5436565364206465,2.55234297108674,2.362038664323374,2.4511910322279307,,2.471323111868257,,,,,,,,,,,,,,,,1.9954323306805526,,Pete Horeck,CBH,LW
129,1839,1946,26.0,1.5127834056922336,2.4247258225324027,3.0369068541300526,2.7501167678654834,,1.2356615559341284,,,,,,,,,,,,,,,,1.9345716445947954,,Alex Kaleta,CBH,RW
130,1840,1946,24.0,1.2349252291365171,2.297108673978066,3.374340949033392,2.8696870621205046,,0.8722316865417377,,,,,,,,,,,,,,,,2.2448613720156216,,Bill Mosienko*,CBH,RW
131,1841,1946,32.0,1.5436565364206465,3.318045862412762,2.6994727592267136,2.9892573563755254,,0.14537194775695628,,,,,,,,,,,,,,,,2.5940620298847183,,Clint Smith*,CBH,C
132,1842,1946,25.0,1.4510371442354075,3.9561316051844466,3.374340949033392,3.6468939747781413,,0.43611584327086883,,,,,,,,,,,,,,,,3.2904679132922308,,Max Bentley*,CBH,C
133,1804,1947,23.0,0.1037969853081473,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,George Pargeter,MTL,LW
134,1805,1947,25.0,0.07784773898111047,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,Doug Lewis,MTL,LW
135,1806,1947,25.0,0.15569547796222094,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,Frank Eddolls,MTL,D
136,1807,1947,30.0,0.15569547796222094,0.0,0.0,0.0,,0.17531421205285208,,,,,,,,,,,,,,,,0.0,,Joe Benoit,MTL,RW
137,1808,1947,25.0,0.3113909559244419,0.0,0.09195402298850575,0.05196790217806649,,0.0,,,,,,,,,,,,,,,,0.0,,Hub Macey,MTL,LW
138,1809,1947,26.0,0.07784773898111047,0.11950790861159931,0.09195402298850575,0.10393580435613298,,0.0,,,,,,,,,,,,,,,,1.9519597626409213,,John Quilty,MTL,C
139,1810,1947,25.0,1.4791070406410989,0.7170474516695958,0.27586206896551724,0.4677111196025984,,0.7012568482114083,,,,,,,,,,,,,,,,0.6166857575940264,,Bob Fillion,MTL,LW
140,1811,1947,27.0,1.5569547796222094,0.5975395430579965,0.6436781609195402,0.6236148261367979,,2.629713180792781,,,,,,,,,,,,,,,,0.4878435290368699,,Butch Bouchard*,MTL,D
141,1812,1947,30.0,1.2974623163518413,0.23901581722319862,1.0114942528735633,0.6755827283148643,,0.6135997421849823,,,,,,,,,,,,,,,,0.23425859737664823,,Leo Lamoureux,MTL,D
142,1813,1947,26.0,1.4791070406410989,0.5975395430579965,0.8275862068965517,0.7275506304929309,,2.32291330970029,,,,,,,,,,,,,,,,0.5136119747483012,,Glen Harmon,MTL,D
143,1814,1947,24.0,1.4012593016599886,0.5975395430579965,0.9195402298850575,0.7795185326709974,,2.191427650660651,,,,,,,,,,,,,,,,0.5423086529269406,,Ken Mosdell,MTL,C
144,1815,1947,31.0,1.2715130700248043,1.195079086115993,0.9195402298850575,1.0393580435613299,,4.251369642281663,,,,,,,,,,,,,,,,1.1953044931143475,,Murph Chamberlain,MTL,LW
145,1816,1947,32.0,1.2715130700248043,0.8365553602811951,1.2873563218390804,1.0913259457393962,,0.5259426361585562,,,,,,,,,,,,,,,,0.8368888391280758,,George Allen,MTL,LW
